epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,10.0703,0.993,1.70909,1.36604,0.9277,0.33333,0.49171,0.38725,0.88906,2.44451,1.22281,9.6538e-05,9.6538e-05,9.6538e-05
15,10.8223,0.85338,1.63762,1.16894,0.9277,0.33333,0.49171,0.38725,0.88906,2.44451,1.22281,0.000101192,0.000101192,0.000101192
16,11.5953,0.95841,2.23149,1.15077,0.58044,0.44187,0.5751,0.46776,0.81231,2.0108,1.16771,0.00010545,0.00010545,0.00010545
17,12.3556,0.8056,1.59039,1.21542,0.58044,0.44187,0.5751,0.46776,0.81231,2.0108,1.16771,0.000109312,0.000109312,0.000109312
18,13.1462,0.92253,1.88991,1.16377,0.58044,0.44187,0.5751,0.46776,0.81231,2.0108,1.16771,0.000112778,0.000112778,0.000112778
19,13.9035,0.94173,1.31422,1.14643,0.58044,0.44187,0.5751,0.46776,0.81231,2.0108,1.16771,0.000115848,0.000115848,0.000115848
20,14.7979,0.89315,1.36683,1.12873,0.56413,0.60737,0.57548,0.47323,0.80902,1.86905,1.16672,0.000118522,0.000118522,0.000118522
21,15.5766,0.81991,1.48578,1.18783,0.56413,0.60737,0.57548,0.47323,0.80902,1.86905,1.16672,0.0001208,0.0001208,0.0001208
22,16.3138,1.2213,1.85705,1.14249,0.56413,0.60737,0.57548,0.47323,0.80902,1.86905,1.16672,0.000122682,0.000122682,0.000122682
23,17.0578,0.90485,1.39231,1.17589,0.56413,0.60737,0.57548,0.47323,0.80902,1.86905,1.16672,0.000124168,0.000124168,0.000124168
24,17.8201,0.95168,1.46187,1.1028,0.73842,0.77778,0.8512,0.69288,0.76928,1.54036,1.0458,0.000125258,0.000125258,0.000125258
25,18.5601,0.68887,1.01552,1.02574,0.73842,0.77778,0.8512,0.69288,0.76928,1.54036,1.0458,0.000125952,0.000125952,0.000125952
26,19.4842,0.77787,1.27317,1.01866,0.73842,0.77778,0.8512,0.69288,0.76928,1.54036,1.0458,0.00012625,0.00012625,0.00012625
27,20.3375,0.88627,1.07722,1.09611,0.73842,0.77778,0.8512,0.69288,0.76928,1.54036,1.0458,0.000126152,0.000126152,0.000126152
28,21.0703,0.99444,1.34378,1.07061,0.73842,0.77778,0.8512,0.69288,0.76928,1.54036,1.0458,0.000125658,0.000125658,0.000125658
29,21.9594,0.89911,1.07078,1.04504,0.59745,0.8952,0.77298,0.63157,0.71998,1.69514,1.02578,0.000124768,0.000124768,0.000124768
30,22.6561,0.73522,1.21313,1.06763,0.59745,0.8952,0.77298,0.63157,0.71998,1.69514,1.02578,0.000123482,0.000123482,0.000123482
31,23.3746,0.7497,1.15995,1.04823,0.59745,0.8952,0.77298,0.63157,0.71998,1.69514,1.02578,0.0001218,0.0001218,0.0001218
32,24.0861,0.74267,1.37784,1.08697,0.59745,0.8952,0.77298,0.63157,0.71998,1.69514,1.02578,0.000119722,0.000119722,0.000119722
33,24.7989,0.66206,1.01952,0.97273,0.59745,0.8952,0.77298,0.63157,0.71998,1.69514,1.02578,0.000117248,0.000117248,0.000117248
34,25.5037,0.71446,1.09973,0.98084,0.59745,0.8952,0.77298,0.63157,0.71998,1.69514,1.02578,0.000114378,0.000114378,0.000114378
35,26.2212,0.82946,1.24148,1.10957,0.64623,1,0.78982,0.66746,0.70066,1.57382,1.02486,0.000111112,0.000111112,0.000111112
36,26.9393,0.5008,0.88927,0.89709,0.64623,1,0.78982,0.66746,0.70066,1.57382,1.02486,0.00010745,0.00010745,0.00010745
37,27.6262,0.62231,0.95702,0.95154,0.64623,1,0.78982,0.66746,0.70066,1.57382,1.02486,0.000103392,0.000103392,0.000103392
38,28.3472,0.64923,1.04124,1.01132,0.64623,1,0.78982,0.66746,0.70066,1.57382,1.02486,9.8938e-05,9.8938e-05,9.8938e-05
39,29.1512,0.66503,0.92978,1.04647,0.64623,1,0.78982,0.66746,0.70066,1.57382,1.02486,9.4088e-05,9.4088e-05,9.4088e-05
40,29.8347,0.59846,0.86268,0.99715,0.64623,1,0.78982,0.66746,0.70066,1.57382,1.02486,8.8842e-05,8.8842e-05,8.8842e-05
41,53.5691,0.56892,1.23226,0.89012,0.64623,1,0.78982,0.66746,0.70066,1.57382,1.02486,8.32e-05,8.32e-05,8.32e-05
42,54.3443,0.59376,1.09679,1.01596,0.74747,0.93426,0.86972,0.7294,0.67679,1.27584,1.01662,7.7162e-05,7.7162e-05,7.7162e-05
43,55.1112,0.58446,1.097,0.86623,0.74747,0.93426,0.86972,0.7294,0.67679,1.27584,1.01662,7.0728e-05,7.0728e-05,7.0728e-05
44,55.8438,0.47219,1.00513,0.92314,0.74747,0.93426,0.86972,0.7294,0.67679,1.27584,1.01662,6.3898e-05,6.3898e-05,6.3898e-05
45,56.6101,0.43838,0.99854,1.00489,0.74747,0.93426,0.86972,0.7294,0.67679,1.27584,1.01662,5.6672e-05,5.6672e-05,5.6672e-05
46,57.3612,0.53101,1.02272,0.98259,0.74747,0.93426,0.86972,0.7294,0.67679,1.27584,1.01662,4.905e-05,4.905e-05,4.905e-05
47,58.1096,0.43549,1.05165,0.95581,0.74747,0.93426,0.86972,0.7294,0.67679,1.27584,1.01662,4.1032e-05,4.1032e-05,4.1032e-05
48,58.8673,0.46321,1.04696,0.93061,0.74747,0.93426,0.86972,0.7294,0.67679,1.27584,1.01662,3.2618e-05,3.2618e-05,3.2618e-05
49,59.7449,0.52128,1.00525,0.88176,0.74747,0.93426,0.86972,0.7294,0.67679,1.27584,1.01662,2.3808e-05,2.3808e-05,2.3808e-05
50,60.5155,0.48414,1.02562,0.84812,0.83516,0.99273,0.92867,0.79357,0.67517,1.19928,1.01734,1.4602e-05,1.4602e-05,1.4602e-05
